encabezado_evt_hist
ciclo,nodo,evento,desde,probabilidad,patch_lv,infectados_total,intencion,escenario
103,S2PC8,AISLADO_EMERGENCIA,-,-,6,33,isolated,E1 - Real 2017
103,S2PC9,AISLADO_EMERGENCIA,-,-,13,33,isolated,E1 - Real 2017
103,S2PC30,AISLADO_EMERGENCIA,-,-,12,33,isolated,E1 - Real 2017
103,S2PC11,AISLADO_EMERGENCIA,-,-,10,33,isolated,E1 - Real 2017
103,S2PC12,AISLADO_EMERGENCIA,-,-,7,33,isolated,E1 - Real 2017
103,S2PC33,AISLADO_EMERGENCIA,-,-,6,33,isolated,E1 - Real 2017
103,S2PC14,AISLADO_EMERGENCIA,-,-,6,33,isolated,E1 - Real 2017
103,S2PC35,AISLADO_EMERGENCIA,-,-,12,33,isolated,E1 - Real 2017
103,S2PC36,AISLADO_EMERGENCIA,-,-,12,33,isolated,E1 - Real 2017
46,S1PC5,Infeccion_Exitosa,S1PC4,0.35,12,13,spread,E1 - Real 2017
46,S1PC6,Infeccion_Exitosa,S1PC5,0.35,9,14,spread,E1 - Real 2017
46,S2PC6,Infeccion_Exitosa,S2PC5,0.35,15,15,spread,E1 - Real 2017
46,S2PC7,Infeccion_Exitosa,S2PC6,0.35,13,12,spread,E1 - Real 2017
46,S2PC9,Infeccion_Exitosa,S2PC8,0.35,14,17,spread,E1 - Real 2017
47,S2PC30,Infeccion_Exitosa,S2PC9,0.35,10,18,spread,E1 - Real 2017
49,S2PC11,Infeccion_Exitosa,S2PC30,0.35,13,19,spread,E1 - Real 2017
0,fw1,PARCHEO,-,-,15,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,19,1,patch,E1 - Real 2017
50,S2PC8,Infeccion_Exitosa,S2PC7,0.35,11,13,spread,E1 - Real 2017
50,S2PC12,Infeccion_Exitosa,S2PC11,0.35,5,20,spread,E1 - Real 2017
1,fw1,PARCHEO,-,-,25,1,patch,E1 - Real 2017
1,fw1,PARCHEO,-,-,29,1,patch,E1 - Real 2017
2,fw1,PARCHEO,-,-,35,1,patch,E1 - Real 2017
2,fw1,PARCHEO,-,-,39,1,patch,E1 - Real 2017
52,S1PC3,Infeccion_Exitosa,S1PC2,0.35,13,14,spread,E1 - Real 2017
52,S1PC6,Infeccion_Exitosa,S1PC5,0.35,12,21,spread,E1 - Real 2017
52,S1PC7,Infeccion_Exitosa,S1PC6,0.35,9,22,spread,E1 - Real 2017
3,fw1,PARCHEO,-,-,49,1,patch,E1 - Real 2017
3,fw1,PARCHEO,-,-,45,1,patch,E1 - Real 2017
3,fw1,Infeccion_Exitosa,internet,0.22049999999999997,45,2,spread,E1 - Real 2017
4,fw1,PARCHEO,-,-,59,1,patch,E1 - Real 2017
4,sw1,PARCHEO,-,-,19,2,patch,E1 - Real 2017
5,sw1,PARCHEO,-,-,29,2,patch,E1 - Real 2017
55,S1PC7,Infeccion_Exitosa,S1PC6,0.35,14,16,spread,E1 - Real 2017
55,S1PC8,Infeccion_Exitosa,S1PC7,0.35,13,17,spread,E1 - Real 2017
55,S1PC9,Infeccion_Exitosa,S1PC8,0.35,15,18,spread,E1 - Real 2017
55,S2PC9,Infeccion_Exitosa,S2PC8,0.35,10,15,spread,E1 - Real 2017
6,sw1,PARCHEO,-,-,39,2,patch,E1 - Real 2017
56,S1PC1,Aislamiento_Contencion,Global,0.0,10,18,isolated,E1 - Real 2017
56,S1PC2,Aislamiento_Contencion,Global,0.0,5,18,isolated,E1 - Real 2017
56,S1PC3,Aislamiento_Contencion,Global,0.0,6,18,isolated,E1 - Real 2017
56,S1PC4,Aislamiento_Contencion,Global,0.0,15,18,isolated,E1 - Real 2017
56,S1PC5,Aislamiento_Contencion,Global,0.0,12,18,isolated,E1 - Real 2017
56,S1PC6,Aislamiento_Contencion,Global,0.0,9,18,isolated,E1 - Real 2017
56,S1PC7,Aislamiento_Contencion,Global,0.0,14,18,isolated,E1 - Real 2017
56,S1PC8,Aislamiento_Contencion,Global,0.0,13,18,isolated,E1 - Real 2017
56,S1PC9,Aislamiento_Contencion,Global,0.0,15,18,isolated,E1 - Real 2017
56,sw1,Aislamiento_Contencion,Global,0.0,57,18,isolated,E1 - Real 2017
56,fw1,Aislamiento_Contencion,Global,0.0,50,18,isolated,E1 - Real 2017
56,S2PC1,Aislamiento_Contencion,Global,0.0,11,18,isolated,E1 - Real 2017
56,S2PC2,Aislamiento_Contencion,Global,0.0,12,18,isolated,E1 - Real 2017
56,S2PC3,Aislamiento_Contencion,Global,0.0,12,18,isolated,E1 - Real 2017
56,S2PC4,Aislamiento_Contencion,Global,0.0,14,18,isolated,E1 - Real 2017
56,S2PC5,Aislamiento_Contencion,Global,0.0,11,18,isolated,E1 - Real 2017
56,S2PC6,Aislamiento_Contencion,Global,0.0,15,18,isolated,E1 - Real 2017
56,S1PC4,Infeccion_Exitosa,S1PC3,0.35,7,16,spread,E1 - Real 2017
7,sw1,PARCHEO,-,-,49,2,patch,E1 - Real 2017
8,sw1,PARCHEO,-,-,59,2,patch,E1 - Real 2017
59,S1PC5,Infeccion_Exitosa,S1PC4,0.35,5,17,spread,E1 - Real 2017
59,S1PC8,Infeccion_Exitosa,S1PC7,0.35,5,23,spread,E1 - Real 2017
60,S2PC30,Infeccion_Exitosa,S2PC9,0.35,8,18,spread,E1 - Real 2017
11,fw1,Infeccion_Exitosa,internet,0.19110000000000002,59,2,spread,E1 - Real 2017
61,S1PC6,Infeccion_Exitosa,S1PC5,0.35,5,19,spread,E1 - Real 2017
12,sw1,PARCHEO,-,-,15,2,patch,E1 - Real 2017
62,S1PC1,Aislamiento_Contencion,Global,0.0,7,19,isolated,E1 - Real 2017
62,S1PC2,Aislamiento_Contencion,Global,0.0,13,19,isolated,E1 - Real 2017
62,S1PC3,Aislamiento_Contencion,Global,0.0,13,19,isolated,E1 - Real 2017
62,S1PC4,Aislamiento_Contencion,Global,0.0,7,19,isolated,E1 - Real 2017
62,S1PC5,Aislamiento_Contencion,Global,0.0,5,19,isolated,E1 - Real 2017
62,S1PC6,Aislamiento_Contencion,Global,0.0,5,19,isolated,E1 - Real 2017
62,sw1,Aislamiento_Contencion,Global,0.0,57,19,isolated,E1 - Real 2017
62,fw1,Aislamiento_Contencion,Global,0.0,24,19,isolated,E1 - Real 2017
62,S2PC1,Aislamiento_Contencion,Global,0.0,12,19,isolated,E1 - Real 2017
62,S2PC2,Aislamiento_Contencion,Global,0.0,7,19,isolated,E1 - Real 2017
62,S2PC3,Aislamiento_Contencion,Global,0.0,9,19,isolated,E1 - Real 2017
62,S2PC4,Aislamiento_Contencion,Global,0.0,11,19,isolated,E1 - Real 2017
62,S2PC5,Aislamiento_Contencion,Global,0.0,14,19,isolated,E1 - Real 2017
62,S2PC6,Aislamiento_Contencion,Global,0.0,8,19,isolated,E1 - Real 2017
62,S2PC7,Aislamiento_Contencion,Global,0.0,13,19,isolated,E1 - Real 2017
62,S2PC8,Aislamiento_Contencion,Global,0.0,11,19,isolated,E1 - Real 2017
62,S2PC9,Aislamiento_Contencion,Global,0.0,10,19,isolated,E1 - Real 2017
62,S2PC30,Aislamiento_Contencion,Global,0.0,8,19,isolated,E1 - Real 2017
13,sw1,PARCHEO,-,-,25,2,patch,E1 - Real 2017
13,sw1,Infeccion_Exitosa,fw1,0.21233333333333332,59,3,spread,E1 - Real 2017
63,S1PC9,Infeccion_Exitosa,S1PC8,0.35,12,24,spread,E1 - Real 2017
63,S1PC10,Infeccion_Exitosa,S1PC9,0.35,10,25,spread,E1 - Real 2017
63,S1PC11,Infeccion_Exitosa,S1PC10,0.35,6,26,spread,E1 - Real 2017
14,sw1,PARCHEO,-,-,35,2,patch,E1 - Real 2017
64,S2PC33,Infeccion_Exitosa,S2PC12,0.35,15,27,spread,E1 - Real 2017
15,sw1,PARCHEO,-,-,45,2,patch,E1 - Real 2017
16,sw1,PARCHEO,-,-,55,2,patch,E1 - Real 2017
16,S2PC1,Infeccion_Exitosa,sw1,0.35,9,4,spread,E1 - Real 2017
66,S1PC12,Infeccion_Exitosa,S1PC11,0.35,7,28,spread,E1 - Real 2017
21,S2PC2,Infeccion_Exitosa,S2PC1,0.35,9,5,spread,E1 - Real 2017
71,S1PC13,Infeccion_Exitosa,S1PC12,0.35,5,29,spread,E1 - Real 2017
23,sw1,Infeccion_Exitosa,fw1,0.22166666666666665,55,3,spread,E1 - Real 2017
24,S2PC3,Infeccion_Exitosa,S2PC2,0.35,6,6,spread,E1 - Real 2017
74,S2PC14,Infeccion_Exitosa,S2PC33,0.35,15,30,spread,E1 - Real 2017
25,S2PC1,Infeccion_Exitosa,sw1,0.35,14,4,spread,E1 - Real 2017
25,S1PC1,Infeccion_Exitosa,sw1,0.35,10,7,spread,E1 - Real 2017
76,S1PC14,Infeccion_Exitosa,S1PC13,0.35,8,31,spread,E1 - Real 2017
76,S2PC35,Infeccion_Exitosa,S2PC14,0.35,15,32,spread,E1 - Real 2017
27,S1PC2,Infeccion_Exitosa,S1PC1,0.35,15,8,spread,E1 - Real 2017
27,S2PC4,Infeccion_Exitosa,S2PC3,0.35,7,9,spread,E1 - Real 2017
27,S2PC5,Infeccion_Exitosa,S2PC4,0.35,9,10,spread,E1 - Real 2017
77,-,ALERTA_CRITICA,-,-,-,32,-,E1 - Real 2017
77,S1PC1,AISLADO_EMERGENCIA,-,-,10,32,isolated,E1 - Real 2017
77,S1PC2,AISLADO_EMERGENCIA,-,-,6,32,isolated,E1 - Real 2017
77,S1PC3,AISLADO_EMERGENCIA,-,-,8,32,isolated,E1 - Real 2017
77,S1PC4,AISLADO_EMERGENCIA,-,-,7,32,isolated,E1 - Real 2017
77,S1PC5,AISLADO_EMERGENCIA,-,-,8,32,isolated,E1 - Real 2017
77,S1PC6,AISLADO_EMERGENCIA,-,-,12,32,isolated,E1 - Real 2017
77,S1PC7,AISLADO_EMERGENCIA,-,-,9,32,isolated,E1 - Real 2017
77,S1PC8,AISLADO_EMERGENCIA,-,-,5,32,isolated,E1 - Real 2017
77,S1PC9,AISLADO_EMERGENCIA,-,-,12,32,isolated,E1 - Real 2017
77,S1PC10,AISLADO_EMERGENCIA,-,-,10,32,isolated,E1 - Real 2017
77,S1PC11,AISLADO_EMERGENCIA,-,-,6,32,isolated,E1 - Real 2017
77,S1PC12,AISLADO_EMERGENCIA,-,-,7,32,isolated,E1 - Real 2017
77,S1PC13,AISLADO_EMERGENCIA,-,-,5,32,isolated,E1 - Real 2017
77,S1PC14,AISLADO_EMERGENCIA,-,-,8,32,isolated,E1 - Real 2017
77,S1PC15,AISLADO_EMERGENCIA,-,-,7,32,isolated,E1 - Real 2017
77,S1PC16,AISLADO_EMERGENCIA,-,-,7,32,isolated,E1 - Real 2017
77,S1PC17,AISLADO_EMERGENCIA,-,-,8,32,isolated,E1 - Real 2017
77,sw1,AISLADO_EMERGENCIA,-,-,45,32,isolated,E1 - Real 2017
77,fw1,AISLADO_EMERGENCIA,-,-,51,32,isolated,E1 - Real 2017
77,S1PC18,AISLADO_EMERGENCIA,-,-,10,32,isolated,E1 - Real 2017
77,S1PC19,AISLADO_EMERGENCIA,-,-,11,32,isolated,E1 - Real 2017
77,S1PC20,AISLADO_EMERGENCIA,-,-,15,32,isolated,E1 - Real 2017
77,S2PC1,AISLADO_EMERGENCIA,-,-,7,32,isolated,E1 - Real 2017
77,S2PC2,AISLADO_EMERGENCIA,-,-,13,32,isolated,E1 - Real 2017
77,S2PC3,AISLADO_EMERGENCIA,-,-,14,32,isolated,E1 - Real 2017
77,S2PC4,AISLADO_EMERGENCIA,-,-,11,32,isolated,E1 - Real 2017
77,S2PC5,AISLADO_EMERGENCIA,-,-,10,32,isolated,E1 - Real 2017
77,S2PC6,AISLADO_EMERGENCIA,-,-,11,32,isolated,E1 - Real 2017
77,S2PC7,AISLADO_EMERGENCIA,-,-,7,32,isolated,E1 - Real 2017
77,S2PC8,AISLADO_EMERGENCIA,-,-,5,32,isolated,E1 - Real 2017
77,S2PC9,AISLADO_EMERGENCIA,-,-,14,32,isolated,E1 - Real 2017
77,S2PC30,AISLADO_EMERGENCIA,-,-,10,32,isolated,E1 - Real 2017
77,S2PC11,AISLADO_EMERGENCIA,-,-,13,32,isolated,E1 - Real 2017
77,S2PC12,AISLADO_EMERGENCIA,-,-,5,32,isolated,E1 - Real 2017
77,S2PC33,AISLADO_EMERGENCIA,-,-,15,32,isolated,E1 - Real 2017
77,S2PC14,AISLADO_EMERGENCIA,-,-,15,32,isolated,E1 - Real 2017
77,S2PC35,AISLADO_EMERGENCIA,-,-,15,32,isolated,E1 - Real 2017
77,S2PC36,AISLADO_EMERGENCIA,-,-,6,32,isolated,E1 - Real 2017
29,sw1,AISLADO,-,-,59,10,isolated,E1 - Real 2017
34,S2PC2,Infeccion_Exitosa,S2PC1,0.35,8,5,spread,E1 - Real 2017
35,S2PC6,Infeccion_Exitosa,S2PC5,0.35,15,11,spread,E1 - Real 2017
39,S1PC1,Infeccion_Exitosa,sw1,0.35,8,6,spread,E1 - Real 2017
41,S1PC2,Infeccion_Exitosa,S1PC1,0.35,9,7,spread,E1 - Real 2017
41,S1PC3,Infeccion_Exitosa,S1PC2,0.35,7,12,spread,E1 - Real 2017
41,S2PC3,Infeccion_Exitosa,S2PC2,0.35,7,8,spread,E1 - Real 2017
41,S2PC7,Infeccion_Exitosa,S2PC6,0.35,13,13,spread,E1 - Real 2017
42,sw1,AISLADO,-,-,55,8,isolated,E1 - Real 2017
43,S1PC3,Infeccion_Exitosa,S1PC2,0.35,14,9,spread,E1 - Real 2017
43,S1PC4,Infeccion_Exitosa,S1PC3,0.35,7,14,spread,E1 - Real 2017
43,S1PC4,Infeccion_Exitosa,S1PC3,0.35,9,10,spread,E1 - Real 2017
43,S1PC5,Infeccion_Exitosa,S1PC4,0.35,13,11,spread,E1 - Real 2017
43,S2PC4,Infeccion_Exitosa,S2PC3,0.35,10,12,spread,E1 - Real 2017
